geo_point_2d;Geo Shape;id_local;id_osm;code_com;coordonneesxy;capacite;capacite_cargo;type_accroche;mobilier;acces;gratuit;protection;couverture;surveillance;lumiere;url_info;d_service;source;proprietaire;gestionnaire;date_maj;commentaires
47.263163333147794, -2.242521425146018;"{""coordinates"": [-2.242521425146018, 47.263163333147794], ""type"": ""Point""}";557;;44184;[-2.242521425146018,47.263163333147844];4;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.271401, -2.2188018;"{""coordinates"": [-2.2188018, 47.271401], ""type"": ""Point""}";493;n8528486166;44184;[-2.2188018000000036,47.271401000000004];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.273209, -2.2048187;"{""coordinates"": [-2.2048187, 47.273209], ""type"": ""Point""}";498;n8528565553;44184;[-2.204818700000005,47.273208999999994];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27509069999996, -2.203751;"{""coordinates"": [-2.203751, 47.27509069999996], ""type"": ""Point""}";500;n8528565555;44184;[-2.2037510000000045,47.2750907];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.277184632439095, -2.236098328242218;"{""coordinates"": [-2.236098328242218, 47.277184632439095], ""type"": ""Point""}";626;;44184;[-2.236098328242221,47.27718463243913];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.32649659291904, -2.161680613759806;"{""coordinates"": [-2.161680613759806, 47.32649659291904], ""type"": ""Point""}";636;;44103;[-2.161680613759804,47.32649659291909];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;CARENE;;2022-09-19;
47.27555481730166, -2.198537094021803;"{""coordinates"": [-2.198537094021803, 47.27555481730166], ""type"": ""Point""}";632;;44184;[-2.198537094021804,47.27555481730171];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;BOX INDIVIDUEL FERME;Vrai;Faux;Faux;;;© CARENE;CARENE;STRAN;2024-08-20;Prévoir dispositif de fermeture type cadenas ou U
47.27800589999997, -2.20575;"{""coordinates"": [-2.20575, 47.27800589999997], ""type"": ""Point""}";47;n1655161372;44184;[-2.205750000000003,47.27800590000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28473333478211, -2.257750357192825;"{""coordinates"": [-2.257750357192825, 47.28473333478211], ""type"": ""Point""}";537;;44184;[-2.2577503571928315,47.28473333478216];8;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.286111155131096, -2.212308505643999;"{""coordinates"": [-2.212308505643999, 47.286111155131096], ""type"": ""Point""}";650;;44184;[-2.2123085056439957,47.28611115513115];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.25848119999995, -2.2361084;"{""coordinates"": [-2.2361084, 47.25848119999995], ""type"": ""Point""}";6;n2792497811;44184;[-2.236108400000003,47.25848119999999];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.237483, -2.3033624;"{""coordinates"": [-2.3033624, 47.237483], ""type"": ""Point""}";54;n8791416232;44132;[-2.3033624000000046,47.237483000000005];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.28589972335363, -2.211482915986301;"{""coordinates"": [-2.211482915986301, 47.28589972335363], ""type"": ""Point""}";535;;44184;[-2.211482915986306,47.28589972335369];18;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.28580153676008, -2.211679540441106;"{""coordinates"": [-2.211679540441106, 47.28580153676008], ""type"": ""Point""}";534;;44184;[-2.211679540441103,47.28580153676013];20;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.35154298000343, -2.179208941176956;"{""coordinates"": [-2.179208941176956, 47.35154298000343], ""type"": ""Point""}";661;;44176;[-2.1792089411769533,47.35154298000349];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2023-01-19;
47.29825614765562, -2.198756662280378;"{""coordinates"": [-2.198756662280378, 47.29825614765562], ""type"": ""Point""}";24;n3260185716;44210;[-2.1987566622803794,47.298256147655664];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31311409999995, -2.3080466;"{""coordinates"": [-2.3080466, 47.31311409999995], ""type"": ""Point""}";194;n8789262044;44151;[-2.3080466000000053,47.313114100000014];4;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.37275089999995, -2.1297663;"{""coordinates"": [-2.1297663, 47.37275089999995], ""type"": ""Point""}";204;n8789439947;44052;[-2.1297663000000044,47.372750899999986];3;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27520159999996, -2.2045323;"{""coordinates"": [-2.2045323, 47.27520159999996], ""type"": ""Point""}";63;n1655161293;44184;[-2.2045323000000026,47.27520160000001];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27408549999996, -2.2116432;"{""coordinates"": [-2.2116432, 47.27408549999996], ""type"": ""Point""}";73;n1683428734;44184;[-2.2116432000000055,47.274085500000005];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.268017299999954, -2.3421981;"{""coordinates"": [-2.3421981, 47.268017299999954], ""type"": ""Point""}";241;n8791327436;44132;[-2.3421981000000036,47.26801730000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.270241399999954, -2.3445853;"{""coordinates"": [-2.3445853, 47.270241399999954], ""type"": ""Point""}";249;n8791315524;44132;[-2.344585300000001,47.2702414];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27656489999995, -2.2090539;"{""coordinates"": [-2.2090539, 47.27656489999995], ""type"": ""Point""}";60;n1655161346;44184;[-2.209053900000002,47.2765649];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27240275733341, -2.229889153706186;"{""coordinates"": [-2.229889153706186, 47.27240275733341], ""type"": ""Point""}";282;n6172807029;44184;[-2.229889153706188,47.272402757333474];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30161459999996, -2.2080123;"{""coordinates"": [-2.2080123, 47.30161459999996], ""type"": ""Point""}";343;n1977761547;44210;[-2.208012300000004,47.301614600000015];18;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.289781, -2.2585078;"{""coordinates"": [-2.2585078, 47.289781], ""type"": ""Point""}";335;n1852537051;44184;[-2.2585078000000025,47.28978100000001];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-27;
47.340079774638816, -2.287165640526672;"{""coordinates"": [-2.287165640526672, 47.340079774638816], ""type"": ""Point""}";675;;44151;[-2.287165640526673,47.340079774638866];10;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;2023;CARENE;CARENE;CARENE;2024-08-20;
47.274759799999956, -2.2182363;"{""coordinates"": [-2.2182363, 47.274759799999956], ""type"": ""Point""}";364;n2015698510;44184;[-2.2182363000000027,47.274759800000005];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.261480499999955, -2.2434293;"{""coordinates"": [-2.2434293, 47.261480499999955], ""type"": ""Point""}";376;n2286966788;44184;[-2.2434293000000016,47.261480500000005];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27455229999996, -2.2136648;"{""coordinates"": [-2.2136648, 47.27455229999996], ""type"": ""Point""}";385;n2357410651;44184;[-2.2136648000000037,47.27455230000002];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27692169999994, -2.2120179;"{""coordinates"": [-2.2120179, 47.27692169999994], ""type"": ""Point""}";396;n2294941878;44184;[-2.2120179000000024,47.27692170000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25648249999995, -2.2309139;"{""coordinates"": [-2.2309139, 47.25648249999995], ""type"": ""Point""}";1;n2887748249;44184;[-2.2309139000000036,47.256482500000004];20;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.23795872231993, -2.302742173311683;"{""coordinates"": [-2.302742173311683, 47.23795872231993], ""type"": ""Point""}";414;;44184;[-2.3027421733116897,47.23795872232];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;© CARENE;;;2022-09-19;
47.292769860585494, -2.275076219870318;"{""coordinates"": [-2.275076219870318, 47.292769860585494], ""type"": ""Point""}";417;;44184;[-2.275076219870316,47.29276986058553];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.24426619999997, -2.316472800000011;"{""coordinates"": [-2.316472800000011, 47.24426619999997], ""type"": ""Point""}";130;n1838794722;44132;[-2.3164728000000063,47.24426620000001];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.260941, -2.2242421;"{""coordinates"": [-2.2242421, 47.260941], ""type"": ""Point""}";462;n8672266215;44184;[-2.224242100000003,47.26094100000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27130809999995, -2.2326921;"{""coordinates"": [-2.2326921, 47.27130809999995], ""type"": ""Point""}";465;n8672295279;44184;[-2.2326921000000044,47.2713081];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.243154132410176, -2.284056852946224;"{""coordinates"": [-2.284056852946224, 47.243154132410176], ""type"": ""Point""}";559;;44184;[-2.284056852946229,47.243154132410226];6;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.327678849952314, -2.150194149602285;"{""coordinates"": [-2.150194149602285, 47.327678849952314], ""type"": ""Point""}";561;;44103;[-2.1501941496022816,47.32767884995236];8;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.25994049244046, -2.337543496581143;"{""coordinates"": [-2.337543496581143, 47.25994049244046], ""type"": ""Point""}";571;;44132;[-2.3375434965811444,47.2599404924405];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26908779112143, -2.350337251147069;"{""coordinates"": [-2.350337251147069, 47.26908779112143], ""type"": ""Point""}";580;;44132;[-2.3503372511470695,47.269087791121486];2;;CADRE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.270606205042405, -2.34531716606927;"{""coordinates"": [-2.34531716606927, 47.270606205042405], ""type"": ""Point""}";582;w75829728;44132;[-2.3453171660692775,47.270606205042455];32;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Vrai;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Faux;https://www.ter.sncf.com/pays-de-la-loire/services-contacts/ter-velo/stationner-son-velo;;© CARENE;SNCF - TER Pays de la Loire;SNCF - TER Pays de la Loire;2022-09-19;Accès par badge sur demande par téléphone ou via l'espace mobilité de la STRAN
47.23992099978835, -2.27851878396064;"{""coordinates"": [-2.27851878396064, 47.23992099978835], ""type"": ""Point""}";584;;44184;[-2.2785187839606458,47.239920999788396];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26264101007522, -2.234269190606621;"{""coordinates"": [-2.234269190606621, 47.26264101007522], ""type"": ""Point""}";594;;44184;[-2.234269190606624,47.26264101007526];15;;ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26467606118618, -2.226377852120906;"{""coordinates"": [-2.226377852120906, 47.26467606118618], ""type"": ""Point""}";596;;44184;[-2.226377852120907,47.26467606118622];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.269352568462175, -2.228029804019473;"{""coordinates"": [-2.228029804019473, 47.269352568462175], ""type"": ""Point""}";600;;44184;[-2.2280298040194713,47.269352568462224];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27020934830996, -2.23380052254019;"{""coordinates"": [-2.23380052254019, 47.27020934830996], ""type"": ""Point""}";601;;44184;[-2.233800522540193,47.27020934831002];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.29961908936601, -2.198203242848813;"{""coordinates"": [-2.198203242848813, 47.29961908936601], ""type"": ""Point""}";19;n3260185735;44210;[-2.198203242848813,47.299619089366054];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;à vérifier
47.29940723450688, -2.201103905373247;"{""coordinates"": [-2.201103905373247, 47.29940723450688], ""type"": ""Point""}";20;n3260185739;44210;[-2.2011039053732446,47.29940723450691];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29994740400801, -2.19918949303961;"{""coordinates"": [-2.19918949303961, 47.29994740400801], ""type"": ""Point""}";23;n3260185703;44210;[-2.199189493039613,47.29994740400805];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27034666083471, -2.233702688378775;"{""coordinates"": [-2.233702688378775, 47.27034666083471], ""type"": ""Point""}";602;;44184;[-2.2337026883787754,47.270346660834775];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.26752310751986, -2.220263648006188;"{""coordinates"": [-2.220263648006188, 47.26752310751986], ""type"": ""Point""}";64;n1655161298;44184;[-2.220263648006191,47.26752310751991];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27953757312335, -2.210883530328683;"{""coordinates"": [-2.210883530328683, 47.27953757312335], ""type"": ""Point""}";513;;44184;[-2.2108835303286796,47.2795375731234];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.28728422977994, -2.210675309918495;"{""coordinates"": [-2.210675309918495, 47.28728422977994], ""type"": ""Point""}";520;;44184;[-2.210675309918495,47.28728422977997];0;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Vrai;Faux;Vrai;;;© CARENE;;;2022-09-19;
47.29547739999996, -2.1916739;"{""coordinates"": [-2.1916739, 47.29547739999996], ""type"": ""Point""}";39;n1654253630;44184;[-2.1916739000000054,47.2954774];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27631169999995, -2.2056267;"{""coordinates"": [-2.2056267, 47.27631169999995], ""type"": ""Point""}";65;n1655161223;44184;[-2.205626700000003,47.276311699999994];12;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26039226544671, -2.341439939752491;"{""coordinates"": [-2.341439939752491, 47.26039226544671], ""type"": ""Point""}";70;n9039983923;44132;[-2.341439939752488,47.260392265446775];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.29998409999995, -2.1831255;"{""coordinates"": [-2.1831255, 47.29998409999995], ""type"": ""Point""}";262;n4759692168;44184;[-2.183125500000003,47.299984099999996];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26820239999996, -2.2307636;"{""coordinates"": [-2.2307636, 47.26820239999996], ""type"": ""Point""}";354;n1955542766;44184;[-2.2307636000000044,47.26820240000001];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.24349409999996, -2.31493590000001;"{""coordinates"": [-2.31493590000001, 47.24349409999996], ""type"": ""Point""}";129;n1838794709;44132;[-2.314935900000005,47.24349410000001];28;2;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.26097086831309, -2.341721204017266;"{""coordinates"": [-2.341721204017266, 47.26097086831309], ""type"": ""Point""}";135;n1839685432;44132;[-2.341721204017266,47.26097086831313];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.25789507843867, -2.266901577190646;"{""coordinates"": [-2.266901577190646, 47.25789507843867], ""type"": ""Point""}";159;n1837915363;44184;[-2.266901577190648,47.25789507843872];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.30911179999995, -2.329296300000011;"{""coordinates"": [-2.329296300000011, 47.30911179999995], ""type"": ""Point""}";175;n8789224275;44151;[-2.3292963000000046,47.309111800000004];2;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.31363629999995, -2.3110498;"{""coordinates"": [-2.3110498, 47.31363629999995], ""type"": ""Point""}";178;n8789222739;44151;[-2.3110498000000033,47.3136363];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Commune de St André des Eaux;2022-09-19;
47.28376889999995, -2.2193054;"{""coordinates"": [-2.2193054, 47.28376889999995], ""type"": ""Point""}";368;n2005509389;44184;[-2.2193054000000036,47.28376889999999];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.277615, -2.210012;"{""coordinates"": [-2.210012, 47.277615], ""type"": ""Point""}";474;n8672440235;44184;[-2.210012000000004,47.277615];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27664979999995, -2.2099402;"{""coordinates"": [-2.2099402, 47.27664979999995], ""type"": ""Point""}";475;n8672440236;44184;[-2.209940200000006,47.27664980000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.28179739999997, -2.2116187;"{""coordinates"": [-2.2116187, 47.28179739999997], ""type"": ""Point""}";435;n1681877426;44184;[-2.2116187000000047,47.2817974];10;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.3844213442468, -2.093428036660526;"{""coordinates"": [-2.093428036660526, 47.3844213442468], ""type"": ""Point""}";528;;44013;[-2.093428036660523,47.38442134424685];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.27761859999994, -2.2172894;"{""coordinates"": [-2.2172894, 47.27761859999994], ""type"": ""Point""}";492;n8528485796;44184;[-2.217289400000002,47.2776186];8;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.273752899999955, -2.2099449;"{""coordinates"": [-2.2099449, 47.273752899999955], ""type"": ""Point""}";502;n8528563145;44184;[-2.2099449000000027,47.273752900000005];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.27361149999996, -2.2087449;"{""coordinates"": [-2.2087449, 47.27361149999996], ""type"": ""Point""}";503;n8528563146;44184;[-2.208744900000005,47.27361150000001];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;;;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;Ville de Saint-Nazaire;2022-09-19;
47.32629741443116, -2.145742855193618;"{""coordinates"": [-2.145742855193618, 47.32629741443116], ""type"": ""Point""}";637;;44103;[-2.1457428551936153,47.32629741443122];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.300551937786445, -2.186728607641156;"{""coordinates"": [-2.186728607641156, 47.300551937786445], ""type"": ""Point""}";644;;44184;[-2.1867286076411583,47.3005519377865];4;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;© CARENE;;;2022-09-19;
47.275847599999935, -2.2069436;"{""coordinates"": [-2.2069436, 47.275847599999935], ""type"": ""Point""}";83;n1655161474;44184;[-2.206943600000005,47.275847600000006];6;;CADRE ET ROUE;ARCEAU;LIBRE ACCES;Vrai;STATIONNEMENT NON FERME;Faux;Faux;Faux;;;"© les contributeurs d’OpenStreetMap ; © CARENE";;;2022-09-19;
47.27342840229818, -2.214656124027803;"{""coordinates"": [-2.214656124027803, 47.27342840229818], ""type"": ""Point""}";522;w149949485;44184;[-2.214656124027803,47.27342840229824];22;;CADRE ET ROUE;RATELIER;ABONNEMENT OU INSCRIPTION PREALABLE;Faux;CONSIGNE COLLECTIVE FERMEE;Vrai;Faux;Vrai;https://www.velyceo.com/abris-velos;;"© les contributeurs d’OpenStreetMap ; © CARENE";;STRAN;2024-02-23;"Abonnement annuel 12 € ; Accès avec le pass mobilité Ycéo délivré à l’Espace Mobilité Ycéo, 6 place Sémard à Saint-Nazaire (pièces justificatives demandées)"
